DATE,SFXRNSA
2009-04-01,118.45908999999999
2009-05-01,120.15976
2009-06-01,124.69703999999999
2009-07-01,128.85657
2009-08-01,132.47243
2009-09-01,134.1555
2009-10-01,135.8059
2009-11-01,136.634
2009-12-01,136.39835
2010-01-01,135.62948
2010-02-01,134.66893000000002
2010-03-01,136.74066000000002
2010-04-01,139.76521
2010-05-01,142.16311000000002
2010-06-01,142.54871
2010-07-01,143.22531
2010-08-01,142.83088999999998
2010-09-01,141.53791999999999
2010-10-01,138.84187
2010-11-01,137.27596
2010-12-01,136.02005
2011-01-01,133.36885
2011-02-01,129.95865
2011-03-01,129.82873
2011-04-01,132.01903000000001
2011-05-01,134.42185
2011-06-01,134.90061
2011-07-01,135.27786
2011-08-01,135.1978
2011-09-01,133.21735
2011-10-01,132.33581999999998
2011-11-01,129.78083999999998
2011-12-01,128.72449
2012-01-01,125.47017
2012-02-01,124.63616999999999
2012-03-01,125.93748000000001
2012-04-01,130.22845
2012-05-01,135.28028
2012-06-01,139.01478999999998
2012-07-01,141.71095
2012-08-01,142.36988
2012-09-01,143.15473
2012-10-01,144.15352
2012-11-01,146.22861
2012-12-01,147.23891
2013-01-01,147.44518
2013-02-01,148.22628
2013-03-01,153.9612
2013-04-01,161.46093
2013-05-01,168.40786
2013-06-01,173.01232
2013-07-01,176.87111000000002
2013-08-01,178.53284
2013-09-01,179.91221000000002
2013-10-01,179.5523
2013-11-01,180.19299999999998
2013-12-01,180.54775
2014-01-01,181.52063
2014-02-01,181.91056
2014-03-01,186.69103027171698
2014-04-01,191.197855352326
2014-05-01,194.73117802952598
2014-06-01,195.914263193853
2014-07-01,195.49403977720502
2014-08-01,194.579034357366
2014-09-01,194.65796250943902
2014-10-01,196.334974162022
2014-11-01,196.670786771744
2014-12-01,197.48200811096802
2015-01-01,195.727641349902
2015-02-01,200.183402307882
2015-03-01,206.277630750942
2015-04-01,210.86130499034098
2015-05-01,213.666290087079
2015-06-01,214.611339719584
2015-07-01,215.469007240604
2015-08-01,215.124391106227
2015-09-01,216.261223269549
2015-10-01,217.755577883955
2015-11-01,218.349654814125
2015-12-01,217.913949336879
2016-01-01,216.488284292581
2016-02-01,218.776915531045
2016-03-01,223.844397264845
2016-04-01,227.315331745383
2016-05-01,227.47358361019798
2016-06-01,228.45795933245898
2016-07-01,228.518746888274
2016-08-01,229.448415650118
2016-09-01,228.55713467132801
2016-10-01,229.993774224417
2016-11-01,230.201756344488
2016-12-01,231.1389039627
2017-01-01,230.20456206551202
2017-02-01,232.72915904159998
2017-03-01,235.14376255448
2017-04-01,238.3685111136
2017-05-01,240.842595912179
2017-06-01,242.45716417358898
2017-07-01,243.722277581742
2017-08-01,243.44351769919498
2017-09-01,244.885391531832
2017-10-01,247.68416724597802
2017-11-01,251.190656191291
2017-12-01,252.51104690315103
